V_method,Parameters,Method,Folds,MAE,STD
direct_indirect_weighted,"direct_thres=0.000000,spread_thres=2.000000,weight_indirect=0.250000",lop,17.0,3.959557598809484,2.5085259698095466
direct_indirect_weighted,"direct_thres=5.000000,spread_thres=5.000000,weight_indirect=0.250000",lop,17.0,3.959906888737864,2.9103566621038834
direct,direct_thres=2.000000,lop,17.0,4.040866060426563,2.64405364542565
direct_indirect_weighted,"direct_thres=0.000000,spread_thres=1.000000,weight_indirect=0.250000",lop,17.0,4.0643690604249585,2.5696654736292257
direct_indirect_weighted,"direct_thres=0.000000,spread_thres=0.000000,weight_indirect=0.250000",lop,17.0,4.0643690604249585,2.5696654736292257
direct,direct_thres=1.000000,hillside(t=0),17.0,4.085956372383695,2.2122603575289195
direct_indirect_weighted,"direct_thres=1.000000,spread_thres=2.000000,weight_indirect=0.500000",lop,17.0,4.1018936793850465,2.0014655245248467
direct,direct_thres=5.000000,lop,17.0,4.179093479083918,2.4045868649162316
direct,direct_thres=0.000000,hillside(t=0),17.0,4.221062578170943,2.1836242529793126
direct_indirect_weighted,"direct_thres=0.000000,spread_thres=5.000000,weight_indirect=0.500000",lop,17.0,4.3003215957658,2.680956267783743
